Serial_number:,,,,,
2000706,,,,,
Project ID:,,,,,
ESC,,,,,
Location:,,,,,
EDC 50,,,,,
Elevation,Elevation of #153,,,,
560,396,,,,
LEVEL,,,,,
UNIT: kPa,,,,,
Offset: 0.000000 kPa,,,,,
TEMPERATURE,,,,,
UNIT: _C,,,,,
Date,Time,ms,LEVEL,TEMPERATURE,kpa_ft
3/25/2014,22:31:50,0,101.375,15.688,0.59399043
3/25/2014,22:46:50,0,101.362,15.661,0.589909176
3/25/2014,23:01:50,0,101.373,15.636,0.593362545
3/25/2014,23:16:50,0,101.398,15.607,0.601211109
3/25/2014,23:31:50,0,101.377,15.581,0.594618315
3/25/2014,23:46:50,0,101.37,15.554,0.592420717
3/26/2014,0:01:50,0,101.381,15.525,0.595874085
3/26/2014,0:16:50,0,101.376,15.499,0.594304372
3/26/2014,0:31:50,0,101.358,15.475,0.588653406
3/26/2014,0:46:50,0,101.342,15.45,0.583630325
3/26/2014,1:01:50,0,101.328,15.426,0.579235129
3/26/2014,1:16:50,0,101.321,15.403,0.57703753
3/26/2014,1:31:50,0,101.288,15.382,0.566677425
3/26/2014,1:46:50,0,101.312,15.36,0.574212047
3/26/2014,2:01:50,0,101.271,15.34,0.561340402
3/26/2014,2:16:50,0,101.237,15.319,0.550666354
3/26/2014,2:31:50,0,101.239,15.3,0.551294239
3/26/2014,2:46:50,0,101.245,15.282,0.553177895
3/26/2014,3:01:50,0,101.279,15.265,0.563851942
3/26/2014,3:16:50,0,101.297,15.248,0.569502909
3/26/2014,3:31:50,0,101.296,15.232,0.569188966
3/26/2014,3:46:50,0,101.298,15.216,0.569816851
3/26/2014,4:01:50,0,101.309,15.2,0.57327022
3/26/2014,4:16:50,0,101.316,15.186,0.575467818
3/26/2014,4:31:50,0,101.307,15.175,0.572642334
3/26/2014,4:46:50,0,101.336,15.163,0.581746669
3/26/2014,5:01:50,0,101.331,15.153,0.580176956
3/26/2014,5:16:50,0,101.335,15.143,0.581432727
3/26/2014,5:31:50,0,101.365,15.134,0.590851004
3/26/2014,5:46:50,0,101.387,15.128,0.597757741
3/26/2014,6:01:50,0,101.412,15.122,0.605606305
3/26/2014,6:16:50,0,101.44,15.117,0.614396697
3/26/2014,6:31:50,0,101.468,15.116,0.62318709
3/26/2014,6:46:50,0,101.497,15.117,0.632291424
3/26/2014,7:01:50,0,101.58,15.119,0.658348658
3/26/2014,7:16:50,0,101.783,15.12,0.722079002
3/26/2014,7:31:50,0,102.017,15.129,0.795541565
3/26/2014,7:46:50,0,102.229,15.139,0.862097392
3/26/2014,8:01:50,0,102.433,15.155,0.926141678
3/26/2014,8:16:50,0,102.564,15.178,0.967268155
3/26/2014,8:31:50,0,102.684,15.21,1.004941265
3/26/2014,8:46:50,0,102.712,15.25,1.013731657
3/26/2014,9:01:50,0,102.703,15.293,1.010906174
3/26/2014,9:16:50,0,102.718,15.336,1.015615312
3/26/2014,9:31:50,0,102.687,15.373,1.005883093
3/26/2014,9:46:50,0,102.649,15.411,0.993953275
3/26/2014,10:01:50,0,102.586,15.437,0.974174892
3/26/2014,10:16:50,0,102.551,15.458,0.963186902
3/26/2014,10:31:50,0,102.505,15.469,0.948745543
3/26/2014,10:46:50,0,102.474,15.479,0.939013323
3/26/2014,11:01:50,0,102.453,15.478,0.932420529
3/26/2014,11:16:50,0,102.397,15.464,0.914839745
3/26/2014,11:31:50,0,102.349,15.458,0.899770501
3/26/2014,11:46:50,0,102.329,15.461,0.893491649
3/26/2014,12:01:50,0,102.308,15.464,0.886898855
3/26/2014,12:16:50,0,102.274,15.462,0.876224808
3/26/2014,12:31:50,0,102.248,15.464,0.868062301
3/26/2014,12:46:50,0,102.207,15.462,0.855190655
3/26/2014,13:01:50,0,102.183,15.453,0.847656033
3/26/2014,13:16:50,0,102.151,15.445,0.837609871
3/26/2014,13:31:50,0,102.116,15.445,0.82662188
3/26/2014,13:46:50,0,102.098,15.45,0.820970914
3/26/2014,14:01:50,0,102.054,15.452,0.80715744
3/26/2014,14:16:50,0,102.016,15.453,0.795227622
3/26/2014,14:31:50,0,102.006,15.459,0.792088197
3/26/2014,14:46:50,0,101.985,15.477,0.785495403
3/26/2014,15:01:50,0,101.959,15.5,0.777332895
3/26/2014,15:16:50,0,101.933,15.514,0.769170388
3/26/2014,15:31:50,0,101.898,15.518,0.758182398
3/26/2014,15:46:50,0,101.877,15.523,0.751589604
3/26/2014,16:01:50,0,101.865,15.529,0.747822293
3/26/2014,16:16:50,0,101.833,15.53,0.737776131
3/26/2014,16:31:50,0,101.827,15.527,0.735892475
3/26/2014,16:46:50,0,101.817,15.52,0.732753049
3/26/2014,17:01:50,0,101.807,15.513,0.729613624
3/26/2014,17:16:50,0,101.796,15.509,0.726160255
3/26/2014,17:31:50,0,101.77,15.505,0.717997748
3/26/2014,17:46:50,0,101.764,15.497,0.716114093
3/26/2014,18:01:50,0,101.743,15.488,0.709521299
3/26/2014,18:16:50,0,101.736,15.477,0.707323701
3/26/2014,18:31:50,0,101.727,15.466,0.704498217
3/26/2014,18:46:50,0,101.724,15.455,0.70355639
3/26/2014,19:01:50,0,101.726,15.444,0.704184275
3/26/2014,19:16:50,0,101.732,15.433,0.70606793
3/26/2014,19:31:50,0,101.729,15.422,0.705126102
3/26/2014,19:46:50,0,101.734,15.408,0.706695815
3/26/2014,20:01:50,0,101.738,15.392,0.707951586
3/26/2014,20:16:50,0,101.736,15.377,0.707323701
3/26/2014,20:31:50,0,101.731,15.359,0.705753988
3/26/2014,20:46:50,0,101.729,15.338,0.705126102
3/26/2014,21:01:50,0,101.728,15.316,0.70481216
3/26/2014,21:16:50,0,101.716,15.294,0.701044849
3/26/2014,21:31:50,0,101.714,15.273,0.700416964
3/26/2014,21:46:50,0,101.709,15.253,0.698847251
3/26/2014,22:01:50,0,101.712,15.232,0.699789079
3/26/2014,22:16:50,0,101.7,15.214,0.696021768
3/26/2014,22:31:50,0,101.708,15.197,0.698533308
3/26/2014,22:46:50,0,101.718,15.18,0.701672734
3/26/2014,23:01:50,0,101.7,15.165,0.696021768
3/26/2014,23:16:50,0,101.692,15.15,0.693510227
3/26/2014,23:31:50,0,101.693,15.136,0.69382417
3/26/2014,23:46:50,0,101.693,15.123,0.69382417
3/27/2014,0:01:50,0,101.69,15.112,0.692882342
3/27/2014,0:16:50,0,101.694,15.1,0.694138112
3/27/2014,0:31:50,0,101.687,15.087,0.691940514
3/27/2014,0:46:50,0,101.686,15.076,0.691626572
3/27/2014,1:01:50,0,101.671,15.067,0.686917433
3/27/2014,1:16:50,0,101.667,15.058,0.685661663
3/27/2014,1:31:50,0,101.656,15.051,0.682208294
3/27/2014,1:46:50,0,101.676,15.043,0.688487146
3/27/2014,2:01:50,0,101.664,15.039,0.684719835
3/27/2014,2:16:50,0,101.67,15.035,0.68660349
3/27/2014,2:31:50,0,101.67,15.034,0.68660349
3/27/2014,2:46:50,0,101.661,15.033,0.683778007
3/27/2014,3:01:50,0,101.657,15.031,0.682522237
3/27/2014,3:16:50,0,101.664,15.032,0.684719835
3/27/2014,3:31:50,0,101.674,15.036,0.687859261
3/27/2014,3:46:50,0,101.685,15.04,0.691312629
3/27/2014,4:01:50,0,101.691,15.047,0.693196284
3/27/2014,4:16:50,0,101.713,15.054,0.700103021
3/27/2014,4:31:50,0,101.727,15.06,0.704498217
3/27/2014,4:46:50,0,101.748,15.067,0.711091011
3/27/2014,5:01:50,0,101.773,15.072,0.718939576
3/27/2014,5:16:50,0,101.798,15.075,0.72678814
3/27/2014,5:31:50,0,101.819,15.078,0.733380935
3/27/2014,5:46:50,0,101.841,15.082,0.740287671
3/27/2014,6:01:50,0,101.87,15.088,0.749392006
3/27/2014,6:16:50,0,101.896,15.099,0.757554513
3/27/2014,6:31:50,0,101.924,15.114,0.766344905
3/27/2014,6:46:50,0,101.971,15.134,0.781100206
3/27/2014,7:01:50,0,101.99,15.158,0.787065115
3/27/2014,7:16:50,0,102.033,15.188,0.800564646
3/27/2014,7:31:50,0,102.068,15.22,0.811552637
3/27/2014,7:46:50,0,102.102,15.256,0.822226684
3/27/2014,8:01:50,0,102.135,15.293,0.832586789
3/27/2014,8:16:50,0,102.149,15.331,0.836981985
3/27/2014,8:31:50,0,102.161,15.37,0.840749296
3/27/2014,8:46:50,0,102.174,15.405,0.84483055
3/27/2014,9:01:50,0,102.195,15.438,0.851423344
3/27/2014,9:16:50,0,102.199,15.472,0.852679114
3/27/2014,9:31:50,0,102.203,15.498,0.853934885
3/27/2014,9:46:50,0,102.199,15.52,0.852679114
3/27/2014,10:01:50,0,102.203,15.545,0.853934885
3/27/2014,10:16:50,0,102.217,15.564,0.858330081
3/27/2014,10:31:50,0,102.192,15.575,0.850481516
3/27/2014,10:46:50,0,102.211,15.595,0.856446425
3/27/2014,11:01:50,0,102.214,15.606,0.857388253
3/27/2014,11:16:50,0,102.196,15.625,0.851737287
3/27/2014,11:31:50,0,102.183,15.647,0.847656033
3/27/2014,11:46:50,0,102.172,15.654,0.844202665
3/27/2014,12:01:50,0,102.17,15.649,0.84357478
3/27/2014,12:16:50,0,102.169,15.658,0.843260837
3/27/2014,12:31:50,0,102.143,15.654,0.83509833
3/27/2014,12:46:50,0,102.116,15.653,0.82662188
3/27/2014,13:01:50,0,102.084,15.663,0.816575718
3/27/2014,13:16:50,0,102.082,15.682,0.815947833
3/27/2014,13:31:50,0,102.064,15.696,0.810296866
3/27/2014,13:46:50,0,102.035,15.702,0.801192531
3/27/2014,14:01:50,0,102.009,15.7,0.793030024
3/27/2014,14:16:50,0,102.005,15.702,0.791774254
3/27/2014,14:31:50,0,101.982,15.692,0.784553575
3/27/2014,14:46:50,0,101.966,15.688,0.779530494
3/27/2014,15:01:50,0,101.949,15.687,0.77419347
3/27/2014,15:16:50,0,101.945,15.688,0.772937699
3/27/2014,15:31:50,0,101.924,15.681,0.766344905
3/27/2014,15:46:50,0,101.896,15.665,0.757554513
3/27/2014,16:01:50,0,101.899,15.652,0.758496341
3/27/2014,16:16:50,0,101.894,15.642,0.756926628
3/27/2014,16:31:50,0,101.894,15.632,0.756926628
3/27/2014,16:46:50,0,101.91,15.619,0.761949709
3/27/2014,17:01:50,0,101.907,15.604,0.761007881
3/27/2014,17:16:50,0,101.877,15.591,0.751589604
3/27/2014,17:31:50,0,101.872,15.574,0.750019891
3/27/2014,17:46:50,0,101.88,15.557,0.752531432
3/27/2014,18:01:50,0,101.892,15.537,0.756298743
3/27/2014,18:16:50,0,101.896,15.518,0.757554513
3/27/2014,18:31:50,0,101.902,15.5,0.759438169
3/27/2014,18:46:50,0,101.906,15.48,0.760693939
3/27/2014,19:01:50,0,101.924,15.459,0.766344905
3/27/2014,19:16:50,0,101.947,15.436,0.773565585
3/27/2014,19:31:50,0,101.949,15.411,0.77419347
3/27/2014,19:46:50,0,101.956,15.385,0.776391068
3/27/2014,20:01:50,0,101.969,15.356,0.780472321
3/27/2014,20:16:50,0,101.993,15.323,0.788006943
3/27/2014,20:31:50,0,102.015,15.289,0.79491368
3/27/2014,20:46:50,0,102.029,15.254,0.799308876
3/27/2014,21:01:50,0,102.041,15.215,0.803076187
3/27/2014,21:16:50,0,102.053,15.176,0.806843498
3/27/2014,21:31:50,0,102.054,15.136,0.80715744
3/27/2014,21:46:50,0,102.054,15.094,0.80715744
3/27/2014,22:01:50,0,102.05,15.053,0.80590167
3/27/2014,22:16:50,0,102.052,15.011,0.806529555
3/27/2014,22:31:50,0,102.05,14.97,0.80590167
3/27/2014,22:46:50,0,102.055,14.928,0.807471383
3/27/2014,23:01:50,0,102.051,14.887,0.806215613
3/27/2014,23:16:50,0,102.058,14.848,0.808413211
3/27/2014,23:31:50,0,102.059,14.809,0.808727153
3/27/2014,23:46:50,0,102.058,14.77,0.808413211
3/28/2014,0:01:50,0,102.059,14.731,0.808727153
3/28/2014,0:16:50,0,102.074,14.694,0.813436292
3/28/2014,0:31:50,0,102.072,14.656,0.812808407
3/28/2014,0:46:50,0,102.069,14.619,0.811866579
3/28/2014,1:01:50,0,102.07,14.584,0.812180522
3/28/2014,1:16:50,0,102.064,14.551,0.810296866
3/28/2014,1:31:50,0,102.061,14.517,0.809355038
3/28/2014,1:46:50,0,102.062,14.488,0.809668981
3/28/2014,2:01:50,0,102.059,14.458,0.808727153
3/28/2014,2:16:50,0,102.05,14.43,0.80590167
3/28/2014,2:31:50,0,102.044,14.406,0.804018015
3/28/2014,2:46:50,0,102.047,14.384,0.804959842
3/28/2014,3:01:50,0,102.053,14.365,0.806843498
3/28/2014,3:16:50,0,102.033,14.352,0.800564646
3/28/2014,3:31:50,0,102.044,14.344,0.804018015
3/28/2014,3:46:50,0,102.057,14.336,0.808099268
3/28/2014,4:01:50,0,102.064,14.33,0.810296866
3/28/2014,4:16:50,0,102.074,14.327,0.813436292
3/28/2014,4:31:50,0,102.073,14.326,0.813122349
3/28/2014,4:46:50,0,102.074,14.325,0.813436292
3/28/2014,5:01:50,0,102.084,14.328,0.816575718
3/28/2014,5:16:50,0,102.093,14.332,0.819401201
3/28/2014,5:31:50,0,102.101,14.339,0.821912742
3/28/2014,5:46:50,0,102.107,14.351,0.823796397
3/28/2014,6:01:50,0,102.133,14.363,0.831958904
3/28/2014,6:16:50,0,102.139,14.38,0.83384256
3/28/2014,6:31:50,0,102.171,14.401,0.843888722
3/28/2014,6:46:50,0,102.179,14.426,0.846400263
3/28/2014,7:01:50,0,102.187,14.456,0.848911803
3/28/2014,7:16:50,0,102.206,14.488,0.854876712
3/28/2014,7:31:50,0,102.211,14.527,0.856446425
3/28/2014,7:46:50,0,102.223,14.57,0.860213736
3/28/2014,8:01:50,0,102.242,14.617,0.866178645
3/28/2014,8:16:50,0,102.261,14.666,0.872143554
3/28/2014,8:31:50,0,102.26,14.72,0.871829612
3/28/2014,8:46:50,0,102.243,14.776,0.866492588
3/28/2014,9:01:50,0,102.235,14.832,0.863981047
3/28/2014,9:16:50,0,102.228,14.893,0.861783449
3/28/2014,9:31:50,0,102.23,14.955,0.862411334
3/28/2014,9:46:50,0,102.219,15.017,0.858957966
3/28/2014,10:01:50,0,102.208,15.08,0.855504597
3/28/2014,10:16:50,0,102.18,15.147,0.846714205
3/28/2014,10:31:50,0,102.155,15.213,0.838865641
3/28/2014,10:46:50,0,102.147,15.279,0.8363541
3/28/2014,11:01:50,0,102.13,15.342,0.831017076
3/28/2014,11:16:50,0,102.134,15.408,0.832272847
3/28/2014,11:31:50,0,102.123,15.474,0.828819478
3/28/2014,11:46:50,0,102.108,15.536,0.82411034
3/28/2014,12:01:50,0,102.106,15.592,0.823482454
3/28/2014,12:16:50,0,102.096,15.645,0.820343029
3/28/2014,12:31:50,0,102.072,15.694,0.812808407
3/28/2014,12:46:50,0,102.07,15.738,0.812180522
3/28/2014,13:01:50,0,102.071,15.782,0.812494464
3/28/2014,13:16:50,0,102.061,15.825,0.809355038
3/28/2014,13:31:50,0,102.071,15.868,0.812494464
3/28/2014,13:46:50,0,102.082,15.906,0.815947833
3/28/2014,14:01:50,0,102.096,15.941,0.820343029
3/28/2014,14:16:50,0,102.089,15.971,0.818145431
3/28/2014,14:31:50,0,102.061,16,0.809355038
3/28/2014,14:46:50,0,102.035,16.028,0.801192531
3/28/2014,15:01:50,0,102.041,16.051,0.803076187
3/28/2014,15:16:50,0,101.981,16.071,0.784239632
3/28/2014,15:31:50,0,101.954,16.091,0.775763183
3/28/2014,15:46:50,0,101.92,16.108,0.765089135
3/28/2014,16:01:50,0,101.905,16.118,0.760379996
3/28/2014,16:16:50,0,101.902,16.125,0.759438169
3/28/2014,16:31:50,0,101.894,16.126,0.756926628
3/28/2014,16:46:50,0,101.901,16.123,0.759124226
3/28/2014,17:01:50,0,101.904,16.115,0.760066054
3/28/2014,17:16:50,0,101.917,16.105,0.764147307
3/28/2014,17:31:50,0,101.919,16.093,0.764775192
3/28/2014,17:46:50,0,101.921,16.076,0.765403078
3/28/2014,18:01:50,0,101.941,16.053,0.771681929
3/28/2014,18:16:50,0,101.939,16.027,0.771054044
3/28/2014,18:31:50,0,101.947,15.998,0.773565585
3/28/2014,18:46:50,0,101.953,15.969,0.77544924
3/28/2014,19:01:50,0,101.962,15.937,0.778274723
3/28/2014,19:16:50,0,101.971,15.904,0.781100206
3/28/2014,19:31:50,0,101.988,15.869,0.78643723
3/28/2014,19:46:50,0,102.007,15.835,0.792402139
3/28/2014,20:01:50,0,102.026,15.799,0.798367048
3/28/2014,20:16:50,0,102.035,15.762,0.801192531
3/28/2014,20:31:50,0,102.048,15.722,0.805273785
3/28/2014,20:46:50,0,102.057,15.681,0.808099268
3/28/2014,21:01:50,0,102.072,15.639,0.812808407
3/28/2014,21:16:50,0,102.083,15.594,0.816261775
3/28/2014,21:31:50,0,102.092,15.548,0.819087258
3/28/2014,21:46:50,0,102.086,15.502,0.817203603
3/28/2014,22:01:50,0,102.092,15.453,0.819087258
3/28/2014,22:16:50,0,102.097,15.407,0.820656971
3/28/2014,22:31:50,0,102.103,15.359,0.822540627
3/28/2014,22:46:50,0,102.097,15.309,0.820656971
3/28/2014,23:01:50,0,102.094,15.26,0.819715144
3/28/2014,23:16:50,0,102.073,15.212,0.813122349
3/28/2014,23:31:50,0,102.082,15.165,0.815947833
3/28/2014,23:46:50,0,102.082,15.118,0.815947833
3/29/2014,0:01:50,0,102.072,15.07,0.812808407
3/29/2014,0:16:50,0,102.081,15.024,0.81563389
3/29/2014,0:31:50,0,102.073,14.976,0.813122349
3/29/2014,0:46:50,0,102.064,14.93,0.810296866
3/29/2014,1:01:50,0,102.048,14.883,0.805273785
3/29/2014,1:16:50,0,102.027,14.835,0.798680991
3/29/2014,1:31:50,0,101.99,14.79,0.787065115
3/29/2014,1:46:50,0,101.99,14.743,0.787065115
3/29/2014,2:01:50,0,101.975,14.698,0.782355977
3/29/2014,2:16:50,0,101.969,14.656,0.780472321
3/29/2014,2:31:50,0,101.957,14.615,0.77670501
3/29/2014,2:46:50,0,101.944,14.575,0.772623757
3/29/2014,3:01:50,0,101.927,14.536,0.767286733
3/29/2014,3:16:50,0,101.889,14.498,0.755356915
3/29/2014,3:31:50,0,101.881,14.462,0.752845374
3/29/2014,3:46:50,0,101.859,14.427,0.745938638
3/29/2014,4:01:50,0,101.859,14.396,0.745938638
3/29/2014,4:16:50,0,101.871,14.368,0.749705949
3/29/2014,4:31:50,0,101.883,14.342,0.75347326
3/29/2014,4:46:50,0,101.884,14.321,0.753787202
3/29/2014,5:01:50,0,101.899,14.303,0.758496341
3/29/2014,5:16:50,0,101.92,14.289,0.765089135
3/29/2014,5:31:50,0,101.925,14.278,0.766658848
3/29/2014,5:46:50,0,101.938,14.268,0.770740101
3/29/2014,6:01:50,0,101.957,14.264,0.77670501
3/29/2014,6:16:50,0,101.974,14.264,0.782042034
3/29/2014,6:31:50,0,101.97,14.269,0.780786264
3/29/2014,6:46:50,0,101.98,14.282,0.78392569
3/29/2014,7:01:50,0,101.982,14.301,0.784553575
3/29/2014,7:16:50,0,101.974,14.328,0.782042034
3/29/2014,7:31:50,0,101.962,14.362,0.778274723
3/29/2014,7:46:50,0,101.958,14.404,0.777018953
3/29/2014,8:01:50,0,101.942,14.456,0.771995872
3/29/2014,8:16:50,0,101.935,14.513,0.769798274
3/29/2014,8:31:50,0,101.924,14.577,0.766344905
3/29/2014,8:46:50,0,101.907,14.648,0.761007881
3/29/2014,9:01:50,0,101.882,14.724,0.753159317
3/29/2014,9:16:50,0,101.872,14.805,0.750019891
3/29/2014,9:31:50,0,101.857,14.889,0.745310752
3/29/2014,9:46:50,0,101.847,14.977,0.742171327
3/29/2014,10:01:50,0,101.861,15.069,0.746566523
3/29/2014,10:16:50,0,101.854,15.165,0.744368925
3/29/2014,10:31:50,0,101.832,15.263,0.737462188
3/29/2014,10:46:50,0,101.815,15.362,0.732125164
3/29/2014,11:01:50,0,101.803,15.468,0.728357853
3/29/2014,11:16:50,0,101.771,15.577,0.718311691
3/29/2014,11:31:50,0,101.77,15.682,0.717997748
3/29/2014,11:46:50,0,101.752,15.777,0.712346782
3/29/2014,12:01:50,0,101.739,15.869,0.708265528
3/29/2014,12:16:50,0,101.713,15.957,0.700103021
3/29/2014,12:31:50,0,101.699,16.046,0.695707825
3/29/2014,12:46:50,0,101.693,16.132,0.69382417
3/29/2014,13:01:50,0,101.69,16.212,0.692882342
3/29/2014,13:16:50,0,101.682,16.289,0.690370801
3/29/2014,13:31:50,0,101.689,16.363,0.692568399
3/29/2014,13:46:50,0,101.673,16.424,0.687545318
3/29/2014,14:01:50,0,101.665,16.482,0.685033777
3/29/2014,14:16:50,0,101.654,16.531,0.681580409
3/29/2014,14:31:50,0,101.652,16.581,0.680952524
3/29/2014,14:46:50,0,101.642,16.625,0.677813098
3/29/2014,15:01:50,0,101.623,16.666,0.671848189
3/29/2014,15:16:50,0,101.597,16.702,0.663685682
3/29/2014,15:31:50,0,101.594,16.733,0.662743854
3/29/2014,15:46:50,0,101.586,16.759,0.660232314
3/29/2014,16:01:50,0,101.575,16.781,0.656778945
3/29/2014,16:16:50,0,101.572,16.799,0.655837118
3/29/2014,16:31:50,0,101.574,16.81,0.656465003
3/29/2014,16:46:50,0,101.558,16.816,0.651441922
3/29/2014,17:01:50,0,101.548,16.822,0.648302496
3/29/2014,17:16:50,0,101.556,16.821,0.650814036
3/29/2014,17:31:50,0,101.549,16.816,0.648616438
3/29/2014,17:46:50,0,101.539,16.807,0.645477013
3/29/2014,18:01:50,0,101.533,16.793,0.643593357
3/29/2014,18:16:50,0,101.544,16.777,0.647046725
3/29/2014,18:31:50,0,101.545,16.757,0.647360668
3/29/2014,18:46:50,0,101.581,16.735,0.658662601
3/29/2014,19:01:50,0,101.562,16.708,0.652697692
3/29/2014,19:16:50,0,101.581,16.679,0.658662601
3/29/2014,19:31:50,0,101.589,16.649,0.661174141
3/29/2014,19:46:50,0,101.585,16.616,0.659918371
3/29/2014,20:01:50,0,101.611,16.578,0.668080878
3/29/2014,20:16:50,0,101.613,16.534,0.668708763
3/29/2014,20:31:50,0,101.62,16.488,0.670906361
3/29/2014,20:46:50,0,101.627,16.44,0.673103959
3/29/2014,21:01:50,0,101.636,16.389,0.675929443
3/29/2014,21:16:50,0,101.651,16.337,0.680638581
3/29/2014,21:31:50,0,101.63,16.284,0.674045787
3/29/2014,21:46:50,0,101.633,16.23,0.674987615
3/29/2014,22:01:50,0,101.631,16.176,0.67435973
3/29/2014,22:16:50,0,101.636,16.122,0.675929443
3/29/2014,22:31:50,0,101.634,16.068,0.675301558
3/29/2014,22:46:50,0,101.631,16.017,0.67435973
3/29/2014,23:01:50,0,101.648,15.97,0.679696754
3/29/2014,23:16:50,0,101.656,15.924,0.682208294
3/29/2014,23:31:50,0,101.659,15.876,0.683150122
3/29/2014,23:46:50,0,101.651,15.832,0.680638581
3/30/2014,0:01:50,0,101.641,15.789,0.677499156
3/30/2014,0:16:50,0,101.65,15.748,0.680324639
3/30/2014,0:31:50,0,101.641,15.707,0.677499156
3/30/2014,0:46:50,0,101.657,15.667,0.682522237
3/30/2014,1:01:50,0,101.636,15.629,0.675929443
3/30/2014,1:16:50,0,101.627,15.59,0.673103959
3/30/2014,1:31:50,0,101.639,15.556,0.67687127
3/30/2014,1:46:50,0,101.656,15.521,0.682208294
3/30/2014,2:01:50,0,101.671,15.488,0.686917433
3/30/2014,2:16:50,0,101.676,15.452,0.688487146
3/30/2014,2:31:50,0,101.693,15.417,0.69382417
3/30/2014,2:46:50,0,101.696,15.383,0.694765997
3/30/2014,3:01:50,0,101.697,15.348,0.69507994
3/30/2014,3:16:50,0,101.682,15.319,0.690370801
3/30/2014,3:31:50,0,101.697,15.29,0.69507994
3/30/2014,3:46:50,0,101.703,15.263,0.696963595
3/30/2014,4:01:50,0,101.707,15.239,0.698219366
3/30/2014,4:16:50,0,101.711,15.221,0.699475136
3/30/2014,4:31:50,0,101.715,15.208,0.700730906
3/30/2014,4:46:50,0,101.697,15.195,0.69507994
3/30/2014,5:01:50,0,101.681,15.182,0.690056859
3/30/2014,5:16:50,0,101.674,15.174,0.687859261
3/30/2014,5:31:50,0,101.707,15.172,0.698219366
3/30/2014,5:46:50,0,101.736,15.173,0.707323701
3/30/2014,6:01:50,0,101.752,15.181,0.712346782
3/30/2014,6:16:50,0,101.768,15.194,0.717369863
3/30/2014,6:31:50,0,101.806,15.215,0.729299681
3/30/2014,6:46:50,0,101.824,15.239,0.734950647
3/30/2014,7:01:50,0,101.817,15.27,0.732753049
3/30/2014,7:16:50,0,101.818,15.306,0.733066992
3/30/2014,7:31:50,0,101.818,15.346,0.733066992
3/30/2014,7:46:50,0,101.831,15.392,0.737148245
3/30/2014,8:01:50,0,101.837,15.446,0.739031901
3/30/2014,8:16:50,0,101.851,15.498,0.743427097
3/30/2014,8:31:50,0,101.846,15.564,0.741857384
3/30/2014,8:46:50,0,101.843,15.641,0.740915556
3/30/2014,9:01:50,0,101.856,15.722,0.74499681
3/30/2014,9:16:50,0,101.883,15.802,0.75347326
3/30/2014,9:31:50,0,101.893,15.887,0.756612685
3/30/2014,9:46:50,0,101.899,15.969,0.758496341
3/30/2014,10:01:50,0,101.895,16.055,0.75724057
3/30/2014,10:16:50,0,101.888,16.142,0.755042972
3/30/2014,10:31:50,0,101.886,16.231,0.754415087
3/30/2014,10:46:50,0,101.884,16.32,0.753787202
3/30/2014,11:01:50,0,101.873,16.411,0.750333834
3/30/2014,11:16:50,0,101.856,16.505,0.74499681
3/30/2014,11:31:50,0,101.847,16.594,0.742171327
3/30/2014,11:46:50,0,101.845,16.673,0.741543442
3/30/2014,12:01:50,0,101.824,16.743,0.734950647
3/30/2014,12:16:50,0,101.782,16.804,0.721765059
3/30/2014,12:31:50,0,101.763,16.859,0.71580015
3/30/2014,12:46:50,0,101.746,16.913,0.710463126
3/30/2014,13:01:50,0,101.736,16.967,0.707323701
3/30/2014,13:16:50,0,101.717,17.017,0.701358792
3/30/2014,13:31:50,0,101.71,17.068,0.699161193
3/30/2014,13:46:50,0,101.694,17.119,0.694138112
3/30/2014,14:01:50,0,101.683,17.168,0.690684744
3/30/2014,14:16:50,0,101.665,17.212,0.685033777
3/30/2014,14:31:50,0,101.666,17.251,0.68534772
3/30/2014,14:46:50,0,101.646,17.293,0.679068868
3/30/2014,15:01:50,0,101.629,17.328,0.673731845
3/30/2014,15:16:50,0,101.628,17.354,0.673417902
3/30/2014,15:31:50,0,101.627,17.375,0.673103959
3/30/2014,15:46:50,0,101.616,17.386,0.669650591
3/30/2014,16:01:50,0,101.604,17.394,0.66588328
3/30/2014,16:16:50,0,101.625,17.397,0.672476074
3/30/2014,16:31:50,0,101.635,17.395,0.6756155
3/30/2014,16:46:50,0,101.619,17.386,0.670592419
3/30/2014,17:01:50,0,101.629,17.376,0.673731845
3/30/2014,17:16:50,0,101.638,17.364,0.676557328
3/30/2014,17:31:50,0,101.647,17.35,0.679382811
3/30/2014,17:46:50,0,101.663,17.332,0.684405892
3/30/2014,18:01:50,0,101.678,17.31,0.689115031
3/30/2014,18:16:50,0,101.692,17.284,0.693510227
3/30/2014,18:31:50,0,101.72,17.255,0.702300619
3/30/2014,18:46:50,0,101.723,17.226,0.703242447
3/30/2014,19:01:50,0,101.721,17.197,0.702614562
3/30/2014,19:16:50,0,101.733,17.162,0.706381873
3/30/2014,19:31:50,0,101.769,17.123,0.717683806
3/30/2014,19:46:50,0,101.795,17.08,0.725846313
3/30/2014,20:01:50,0,101.8,17.031,0.727416026
3/30/2014,20:16:50,0,101.799,16.976,0.727102083
3/30/2014,20:31:50,0,101.79,16.917,0.7242766
3/30/2014,20:46:50,0,101.785,16.856,0.722706887
3/30/2014,21:01:50,0,101.79,16.79,0.7242766
3/30/2014,21:16:50,0,101.798,16.722,0.72678814
