Serial_number:,,,,,
2000706,,,,,
Project ID:,,,,,
ESC,,,,,
Location:,,,,,
EDC 50,,,,,
Elevation,Elevation of #153,,,,
560,396,,,,
LEVEL,,,,,
UNIT: kPa,,,,,
Offset: 0.000000 kPa,,,,,
TEMPERATURE,,,,,
UNIT: _C,,,,,
Date,Time,ms,LEVEL,TEMPERATURE,kpa_ft
2/2/2014,22:16:50,0,100.884,11.28,0.439844624
2/2/2014,22:31:50,0,100.875,11.321,0.437019141
2/2/2014,22:46:50,0,100.869,11.259,0.435135485
2/2/2014,23:01:50,0,100.868,11.284,0.434821543
2/2/2014,23:16:50,0,100.85,11.406,0.429170576
2/2/2014,23:31:50,0,100.846,11.451,0.427914806
2/2/2014,23:46:50,0,100.843,11.462,0.426972978
2/3/2014,0:01:50,0,100.834,11.478,0.424147495
2/3/2014,0:16:50,0,100.82,11.335,0.419752299
2/3/2014,0:31:50,0,100.826,11.361,0.421635954
2/3/2014,0:46:50,0,100.823,11.366,0.420694126
2/3/2014,1:01:50,0,100.835,11.391,0.424461437
2/3/2014,1:16:50,0,100.817,11.407,0.418810471
2/3/2014,1:31:50,0,100.793,11.37,0.411275849
2/3/2014,1:46:50,0,100.767,11.48,0.403113342
2/3/2014,2:01:50,0,100.751,11.428,0.398090261
2/3/2014,2:16:50,0,100.74,11.464,0.394636892
2/3/2014,2:31:50,0,100.738,11.509,0.394009007
2/3/2014,2:46:50,0,100.718,11.474,0.387730156
2/3/2014,3:01:50,0,100.66,11.436,0.369521486
2/3/2014,3:16:50,0,100.658,11.414,0.368893601
2/3/2014,3:31:50,0,100.624,11.408,0.358219553
2/3/2014,3:46:50,0,100.603,11.395,0.351626759
2/3/2014,4:01:50,0,100.611,11.429,0.3541383
2/3/2014,4:16:50,0,100.62,11.421,0.356963783
2/3/2014,4:31:50,0,100.624,11.457,0.358219553
2/3/2014,4:46:50,0,100.607,11.483,0.35288253
2/3/2014,5:01:50,0,100.601,11.465,0.350998874
2/3/2014,5:16:50,0,100.614,11.41,0.355080128
2/3/2014,5:31:50,0,100.641,11.398,0.363556577
2/3/2014,5:46:50,0,100.679,11.37,0.375486395
2/3/2014,6:01:50,0,100.705,11.244,0.383648902
2/3/2014,6:16:50,0,100.764,11.296,0.402171514
2/3/2014,6:31:50,0,100.815,11.352,0.418182586
2/3/2014,6:46:50,0,100.862,11.424,0.432937887
2/3/2014,7:01:50,0,100.894,11.411,0.44298405
2/3/2014,7:16:50,0,100.931,11.449,0.454599925
2/3/2014,7:31:50,0,100.96,11.532,0.46370426
2/3/2014,7:46:50,0,100.983,11.602,0.470924939
2/3/2014,8:01:50,0,101.013,11.699,0.480343216
2/3/2014,8:16:50,0,101.034,11.726,0.486936011
2/3/2014,8:31:50,0,101.047,11.826,0.491017264
2/3/2014,8:46:50,0,101.056,11.883,0.493842747
2/3/2014,9:01:50,0,101.057,11.908,0.49415669
2/3/2014,9:16:50,0,101.051,11.951,0.492273034
2/3/2014,9:31:50,0,101.063,11.988,0.496040345
2/3/2014,9:46:50,0,101.069,12.068,0.497924001
2/3/2014,10:01:50,0,101.073,12.131,0.499179771
2/3/2014,10:16:50,0,101.063,12.159,0.496040345
2/3/2014,10:31:50,0,101.055,12.253,0.493528805
2/3/2014,10:46:50,0,101.051,12.33,0.492273034
2/3/2014,11:01:50,0,101.044,12.371,0.490075436
2/3/2014,11:16:50,0,101.032,12.431,0.486308125
2/3/2014,11:31:50,0,101.006,12.381,0.478145618
2/3/2014,11:46:50,0,100.986,12.384,0.471866767
2/3/2014,12:01:50,0,100.966,12.365,0.465587915
2/3/2014,12:16:50,0,100.958,12.374,0.463076375
2/3/2014,12:31:50,0,100.94,12.328,0.457425408
2/3/2014,12:46:50,0,100.933,12.31,0.45522781
2/3/2014,13:01:50,0,100.914,12.336,0.449262901
2/3/2014,13:16:50,0,100.897,12.351,0.443925877
2/3/2014,13:31:50,0,100.882,12.437,0.439216739
2/3/2014,13:46:50,0,100.875,12.519,0.437019141
2/3/2014,14:01:50,0,100.893,12.575,0.442670107
2/3/2014,14:16:50,0,100.92,12.59,0.451146557
2/3/2014,14:31:50,0,100.926,12.554,0.453030212
2/3/2014,14:46:50,0,100.929,12.557,0.45397204
2/3/2014,15:01:50,0,100.932,12.555,0.454913868
2/3/2014,15:16:50,0,100.937,12.531,0.45648358
2/3/2014,15:31:50,0,100.935,12.568,0.455855695
2/3/2014,15:46:50,0,100.916,12.564,0.449890786
2/3/2014,16:01:50,0,100.913,12.584,0.448948959
2/3/2014,16:16:50,0,100.898,12.568,0.44423982
2/3/2014,16:31:50,0,100.886,12.477,0.440472509
2/3/2014,16:46:50,0,100.884,12.457,0.439844624
2/3/2014,17:01:50,0,100.881,12.448,0.438902796
2/3/2014,17:16:50,0,100.877,12.448,0.437647026
2/3/2014,17:31:50,0,100.875,12.445,0.437019141
2/3/2014,17:46:50,0,100.875,12.425,0.437019141
2/3/2014,18:01:50,0,100.874,12.441,0.436705198
2/3/2014,18:16:50,0,100.888,12.485,0.441100394
2/3/2014,18:31:50,0,100.895,12.526,0.443297992
2/3/2014,18:46:50,0,100.91,12.698,0.448007131
2/3/2014,19:01:50,0,100.907,12.748,0.447065303
2/3/2014,19:16:50,0,100.911,12.776,0.448321073
2/3/2014,19:31:50,0,100.915,12.764,0.449576844
2/3/2014,19:46:50,0,100.927,12.76,0.453344155
2/3/2014,20:01:50,0,100.936,12.749,0.456169638
2/3/2014,20:16:50,0,100.929,12.743,0.45397204
2/3/2014,20:31:50,0,100.941,12.751,0.457739351
2/3/2014,20:46:50,0,100.944,12.749,0.458681178
2/3/2014,21:01:50,0,100.947,12.737,0.459623006
2/3/2014,21:16:50,0,100.96,12.718,0.46370426
2/3/2014,21:31:50,0,100.966,12.7,0.465587915
2/3/2014,21:46:50,0,100.967,12.65,0.465901858
2/3/2014,22:01:50,0,100.974,12.637,0.468099456
2/3/2014,22:16:50,0,100.98,12.61,0.469983111
2/3/2014,22:31:50,0,100.993,12.553,0.474064365
2/3/2014,22:46:50,0,101.002,12.477,0.476889848
2/3/2014,23:01:50,0,100.994,12.326,0.474378307
2/3/2014,23:16:50,0,100.993,12.183,0.474064365
2/3/2014,23:31:50,0,100.993,12.112,0.474064365
2/3/2014,23:46:50,0,101.001,12.086,0.476575905
2/4/2014,0:01:50,0,100.995,12.031,0.47469225
2/4/2014,0:16:50,0,100.992,11.982,0.473750422
2/4/2014,0:31:50,0,100.995,11.93,0.47469225
2/4/2014,0:46:50,0,100.996,11.832,0.475006193
2/4/2014,1:01:50,0,100.995,11.753,0.47469225
2/4/2014,1:16:50,0,101,11.681,0.476261963
2/4/2014,1:31:50,0,100.998,11.651,0.475634078
2/4/2014,1:46:50,0,101.003,11.62,0.477203791
2/4/2014,2:01:50,0,101.015,11.597,0.480971102
2/4/2014,2:16:50,0,101.008,11.576,0.478773503
2/4/2014,2:31:50,0,101.009,11.555,0.479087446
2/4/2014,2:46:50,0,101.007,11.521,0.478459561
2/4/2014,3:01:50,0,101.008,11.487,0.478773503
2/4/2014,3:16:50,0,101.01,11.507,0.479401389
2/4/2014,3:31:50,0,101.011,11.51,0.479715331
2/4/2014,3:46:50,0,101.029,11.541,0.485366298
2/4/2014,4:01:50,0,101.024,11.551,0.483796585
2/4/2014,4:16:50,0,101.026,11.572,0.48442447
2/4/2014,4:31:50,0,101.019,11.467,0.482226872
2/4/2014,4:46:50,0,101.014,11.366,0.480657159
2/4/2014,5:01:50,0,101.032,11.39,0.486308125
2/4/2014,5:16:50,0,101.063,11.463,0.496040345
2/4/2014,5:31:50,0,101.067,11.489,0.497296116
2/4/2014,5:46:50,0,101.071,11.408,0.498551886
2/4/2014,6:01:50,0,101.08,11.446,0.501377369
2/4/2014,6:16:50,0,101.091,11.477,0.504830737
2/4/2014,6:31:50,0,101.102,11.526,0.508284106
2/4/2014,6:46:50,0,101.122,11.546,0.514562957
2/4/2014,7:01:50,0,101.117,11.562,0.512993245
2/4/2014,7:16:50,0,101.129,11.591,0.516760555
2/4/2014,7:31:50,0,101.152,11.636,0.523981235
2/4/2014,7:46:50,0,101.174,11.675,0.530887971
2/4/2014,8:01:50,0,101.174,11.701,0.530887971
2/4/2014,8:16:50,0,101.199,11.727,0.538736536
2/4/2014,8:31:50,0,101.207,11.668,0.541248077
2/4/2014,8:46:50,0,101.24,11.816,0.551608182
2/4/2014,9:01:50,0,101.242,11.886,0.552236067
2/4/2014,9:16:50,0,101.244,11.953,0.552863952
2/4/2014,9:31:50,0,101.259,12.01,0.557573091
2/4/2014,9:46:50,0,101.274,12.04,0.562282229
2/4/2014,10:01:50,0,101.286,12.078,0.56604954
2/4/2014,10:16:50,0,101.292,12.106,0.567933196
2/4/2014,10:31:50,0,101.3,12.165,0.570444736
2/4/2014,10:46:50,0,101.273,12.237,0.561968287
2/4/2014,11:01:50,0,101.253,12.293,0.555689435
2/4/2014,11:16:50,0,101.227,12.349,0.547526928
2/4/2014,11:31:50,0,101.217,12.418,0.544387502
2/4/2014,11:46:50,0,101.22,12.461,0.54532933
2/4/2014,12:01:50,0,101.192,12.482,0.536538938
2/4/2014,12:16:50,0,101.183,12.496,0.533713455
2/4/2014,12:31:50,0,101.175,12.511,0.531201914
2/4/2014,12:46:50,0,101.139,12.49,0.519899981
2/4/2014,13:01:50,0,101.115,12.535,0.512365359
2/4/2014,13:16:50,0,101.107,12.625,0.509853819
2/4/2014,13:31:50,0,101.091,12.692,0.504830737
2/4/2014,13:46:50,0,101.091,12.741,0.504830737
2/4/2014,14:01:50,0,101.083,12.76,0.502319197
2/4/2014,14:16:50,0,101.054,12.796,0.493214862
2/4/2014,14:31:50,0,101.027,12.781,0.484738412
2/4/2014,14:46:50,0,101.037,12.785,0.487877838
2/4/2014,15:01:50,0,101.032,12.725,0.486308125
2/4/2014,15:16:50,0,101.014,12.731,0.480657159
2/4/2014,15:31:50,0,101.005,12.739,0.477831676
2/4/2014,15:46:50,0,101.006,12.74,0.478145618
2/4/2014,16:01:50,0,101.017,12.73,0.481598987
2/4/2014,16:16:50,0,101.027,12.737,0.484738412
2/4/2014,16:31:50,0,101.019,12.729,0.482226872
2/4/2014,16:46:50,0,101.017,12.722,0.481598987
2/4/2014,17:01:50,0,101.029,12.719,0.485366298
2/4/2014,17:16:50,0,101.043,12.702,0.489761494
2/4/2014,17:31:50,0,101.036,12.701,0.487563896
2/4/2014,17:46:50,0,101.053,12.689,0.492900919
2/4/2014,18:01:50,0,101.056,12.671,0.493842747
2/4/2014,18:16:50,0,101.087,12.658,0.503574967
2/4/2014,18:31:50,0,101.094,12.624,0.505772565
2/4/2014,18:46:50,0,101.115,12.581,0.512365359
2/4/2014,19:01:50,0,101.136,12.553,0.518958153
2/4/2014,19:16:50,0,101.149,12.517,0.523039407
2/4/2014,19:31:50,0,101.171,12.489,0.529946144
2/4/2014,19:46:50,0,101.178,12.465,0.532143742
2/4/2014,20:01:50,0,101.185,12.424,0.53434134
2/4/2014,20:16:50,0,101.196,12.376,0.537794708
2/4/2014,20:31:50,0,101.2,12.334,0.539050479
2/4/2014,20:46:50,0,101.206,12.267,0.540934134
2/4/2014,21:01:50,0,101.21,12.226,0.542189904
2/4/2014,21:16:50,0,101.211,12.18,0.542503847
2/4/2014,21:31:50,0,101.21,12.122,0.542189904
2/4/2014,21:46:50,0,101.224,12.067,0.5465851
2/4/2014,22:01:50,0,101.239,11.997,0.551294239
2/4/2014,22:16:50,0,101.249,11.956,0.554433665
2/4/2014,22:31:50,0,101.25,11.902,0.554747607
2/4/2014,22:46:50,0,101.259,11.87,0.557573091
2/4/2014,23:01:50,0,101.259,11.825,0.557573091
2/4/2014,23:16:50,0,101.257,11.787,0.556945205
2/4/2014,23:31:50,0,101.256,11.733,0.556631263
2/4/2014,23:46:50,0,101.235,11.679,0.550038469
2/5/2014,0:01:50,0,101.238,11.626,0.550980296
2/5/2014,0:16:50,0,101.233,11.592,0.549410584
2/5/2014,0:31:50,0,101.228,11.555,0.547840871
2/5/2014,0:46:50,0,101.222,11.504,0.545957215
2/5/2014,1:01:50,0,101.209,11.494,0.541875962
2/5/2014,1:16:50,0,101.201,11.459,0.539364421
2/5/2014,1:31:50,0,101.188,11.433,0.535283168
2/5/2014,1:46:50,0,101.171,11.394,0.529946144
2/5/2014,2:01:50,0,101.173,11.373,0.530574029
2/5/2014,2:16:50,0,101.175,11.366,0.531201914
2/5/2014,2:31:50,0,101.162,11.325,0.527120661
2/5/2014,2:46:50,0,101.158,11.295,0.52586489
2/5/2014,3:01:50,0,101.136,11.268,0.518958153
2/5/2014,3:16:50,0,101.137,11.239,0.519272096
2/5/2014,3:31:50,0,101.135,11.199,0.518644211
2/5/2014,3:46:50,0,101.139,11.183,0.519899981
2/5/2014,4:01:50,0,101.153,11.156,0.524295177
2/5/2014,4:16:50,0,101.149,11.151,0.523039407
2/5/2014,4:31:50,0,101.153,11.131,0.524295177
2/5/2014,4:46:50,0,101.144,11.126,0.521469694
2/5/2014,5:01:50,0,101.137,11.123,0.519272096
2/5/2014,5:16:50,0,101.158,11.102,0.52586489
2/5/2014,5:31:50,0,101.158,11.099,0.52586489
2/5/2014,5:46:50,0,101.19,11.088,0.535911053
2/5/2014,6:01:50,0,101.212,11.083,0.542817789
2/5/2014,6:16:50,0,101.236,11.108,0.550352411
2/5/2014,6:31:50,0,101.255,11.095,0.55631732
2/5/2014,6:46:50,0,101.262,11.078,0.558514918
2/5/2014,7:01:50,0,101.278,11.063,0.563538
2/5/2014,7:16:50,0,101.289,11.113,0.566991368
2/5/2014,7:31:50,0,101.279,11.117,0.563851942
2/5/2014,7:46:50,0,101.297,11.094,0.569502909
2/5/2014,8:01:50,0,101.296,11.102,0.569188966
2/5/2014,8:16:50,0,101.284,11.109,0.565421655
2/5/2014,8:31:50,0,101.293,11.161,0.568247138
2/5/2014,8:46:50,0,101.331,11.213,0.580176956
2/5/2014,9:01:50,0,101.345,11.284,0.584572152
2/5/2014,9:16:50,0,101.377,11.353,0.594618315
2/5/2014,9:31:50,0,101.395,11.412,0.600269281
2/5/2014,9:46:50,0,101.409,11.478,0.604664477
2/5/2014,10:01:50,0,101.371,11.55,0.592734659
2/5/2014,10:16:50,0,101.339,11.631,0.582688497
2/5/2014,10:31:50,0,101.332,11.724,0.580490899
2/5/2014,10:46:50,0,101.327,11.785,0.578921186
2/5/2014,11:01:50,0,101.297,11.833,0.569502909
2/5/2014,11:16:50,0,101.269,11.9,0.560712516
2/5/2014,11:31:50,0,101.229,12.042,0.548154813
2/5/2014,11:46:50,0,101.195,12.143,0.537480766
2/5/2014,12:01:50,0,101.159,12.199,0.526178833
2/5/2014,12:16:50,0,101.135,12.263,0.518644211
2/5/2014,12:31:50,0,101.096,12.316,0.50640045
2/5/2014,12:46:50,0,101.057,12.342,0.49415669
2/5/2014,13:01:50,0,101.047,12.345,0.491017264
2/5/2014,13:16:50,0,101.05,12.422,0.491959092
2/5/2014,13:31:50,0,101.068,12.484,0.497610058
2/5/2014,13:46:50,0,101.057,12.546,0.49415669
2/5/2014,14:01:50,0,101.058,12.604,0.494470632
2/5/2014,14:16:50,0,101.063,12.651,0.496040345
2/5/2014,14:31:50,0,101.065,12.704,0.49666823
2/5/2014,14:46:50,0,101.051,12.729,0.492273034
2/5/2014,15:01:50,0,101.062,12.746,0.495726403
2/5/2014,15:16:50,0,101.051,12.758,0.492273034
2/5/2014,15:31:50,0,101.031,12.781,0.485994183
2/5/2014,15:46:50,0,101.04,12.796,0.488819666
2/5/2014,16:01:50,0,101.029,12.82,0.485366298
2/5/2014,16:16:50,0,101.021,12.843,0.482854757
2/5/2014,16:31:50,0,101.008,12.861,0.478773503
2/5/2014,16:46:50,0,101.011,12.848,0.479715331
2/5/2014,17:01:50,0,101.005,12.842,0.477831676
2/5/2014,17:16:50,0,101.04,12.819,0.488819666
2/5/2014,17:31:50,0,101.045,12.832,0.490389379
2/5/2014,17:46:50,0,101.075,12.84,0.499807656
2/5/2014,18:01:50,0,101.096,12.832,0.50640045
2/5/2014,18:16:50,0,101.119,12.831,0.51362113
2/5/2014,18:31:50,0,101.128,12.826,0.516446613
2/5/2014,18:46:50,0,101.117,12.806,0.512993245
2/5/2014,19:01:50,0,101.125,12.788,0.515504785
2/5/2014,19:16:50,0,101.13,12.768,0.517074498
2/5/2014,19:31:50,0,101.125,12.722,0.515504785
2/5/2014,19:46:50,0,101.128,12.678,0.516446613
2/5/2014,20:01:50,0,101.133,12.623,0.518016326
2/5/2014,20:16:50,0,101.121,12.568,0.514249015
2/5/2014,20:31:50,0,101.113,12.51,0.511737474
2/5/2014,20:46:50,0,101.104,12.451,0.508911991
2/5/2014,21:01:50,0,101.107,12.405,0.509853819
2/5/2014,21:16:50,0,101.112,12.349,0.511423532
2/5/2014,21:31:50,0,101.118,12.28,0.513307187
2/5/2014,21:46:50,0,101.125,12.225,0.515504785
2/5/2014,22:01:50,0,101.12,12.168,0.513935072
2/5/2014,22:16:50,0,101.134,12.099,0.518330268
2/5/2014,22:31:50,0,101.141,12.045,0.520527866
2/5/2014,22:46:50,0,101.148,11.978,0.522725464
2/5/2014,23:01:50,0,101.15,11.939,0.52335335
2/5/2014,23:16:50,0,101.133,11.885,0.518016326
2/5/2014,23:31:50,0,101.12,11.824,0.513935072
2/5/2014,23:46:50,0,101.127,11.767,0.51613267
2/6/2014,0:01:50,0,101.123,11.723,0.5148769
2/6/2014,0:16:50,0,101.146,11.667,0.522097579
2/6/2014,0:31:50,0,101.164,11.613,0.527748546
2/6/2014,0:46:50,0,101.164,11.564,0.527748546
2/6/2014,1:01:50,0,101.143,11.526,0.521155752
2/6/2014,1:16:50,0,101.134,11.475,0.518330268
2/6/2014,1:31:50,0,101.169,11.435,0.529318259
2/6/2014,1:46:50,0,101.146,11.385,0.522097579
2/6/2014,2:01:50,0,101.154,11.343,0.52460912
2/6/2014,2:16:50,0,101.114,11.32,0.512051417
2/6/2014,2:31:50,0,101.117,11.303,0.512993245
2/6/2014,2:46:50,0,101.089,11.265,0.504202852
2/6/2014,3:01:50,0,101.091,11.221,0.504830737
2/6/2014,3:16:50,0,101.105,11.194,0.509225934
2/6/2014,3:31:50,0,101.105,11.172,0.509225934
2/6/2014,3:46:50,0,101.107,11.159,0.509853819
2/6/2014,4:01:50,0,101.138,11.149,0.519586039
2/6/2014,4:16:50,0,101.128,11.141,0.516446613
2/6/2014,4:31:50,0,101.115,11.142,0.512365359
2/6/2014,4:46:50,0,101.094,11.141,0.505772565
2/6/2014,5:01:50,0,101.098,11.142,0.507028336
2/6/2014,5:16:50,0,101.083,11.138,0.502319197
2/6/2014,5:31:50,0,101.102,11.148,0.508284106
2/6/2014,5:46:50,0,101.133,11.155,0.518016326
2/6/2014,6:01:50,0,101.125,11.173,0.515504785
2/6/2014,6:16:50,0,101.122,11.194,0.514562957
2/6/2014,6:31:50,0,101.137,11.243,0.519272096
2/6/2014,6:46:50,0,101.154,11.284,0.52460912
2/6/2014,7:01:50,0,101.141,11.327,0.520527866
2/6/2014,7:16:50,0,101.111,11.366,0.511109589
2/6/2014,7:31:50,0,101.124,11.415,0.515190843
2/6/2014,7:46:50,0,101.123,11.463,0.5148769
2/6/2014,8:01:50,0,101.143,11.533,0.521155752
2/6/2014,8:16:50,0,101.156,11.594,0.525237005
2/6/2014,8:31:50,0,101.171,11.653,0.529946144
2/6/2014,8:46:50,0,101.166,11.742,0.528376431
2/6/2014,9:01:50,0,101.182,11.818,0.533399512
2/6/2014,9:16:50,0,101.199,11.886,0.538736536
2/6/2014,9:31:50,0,101.218,11.986,0.544701445
2/6/2014,9:46:50,0,101.227,12.059,0.547526928
2/6/2014,10:01:50,0,101.239,12.138,0.551294239
2/6/2014,10:16:50,0,101.239,12.219,0.551294239
2/6/2014,10:31:50,0,101.227,12.312,0.547526928
2/6/2014,10:46:50,0,101.215,12.375,0.543759617
2/6/2014,11:01:50,0,101.219,12.422,0.545015388
2/6/2014,11:16:50,0,101.212,12.473,0.542817789
2/6/2014,11:31:50,0,101.195,12.535,0.537480766
2/6/2014,11:46:50,0,101.171,12.594,0.529946144
2/6/2014,12:01:50,0,101.125,12.67,0.515504785
2/6/2014,12:16:50,0,101.099,12.761,0.507342278
2/6/2014,12:31:50,0,101.067,12.817,0.497296116
2/6/2014,12:46:50,0,101.017,12.869,0.481598987
2/6/2014,13:01:50,0,100.984,12.917,0.471238882
2/6/2014,13:16:50,0,100.977,12.934,0.469041284
2/6/2014,13:31:50,0,100.957,12.998,0.462762432
2/6/2014,13:46:50,0,100.964,13.053,0.46496003
2/6/2014,14:01:50,0,100.967,13.091,0.465901858
2/6/2014,14:16:50,0,100.96,13.113,0.46370426
2/6/2014,14:31:50,0,100.968,13.121,0.4662158
2/6/2014,14:46:50,0,100.98,13.129,0.469983111
2/6/2014,15:01:50,0,100.987,13.155,0.472180709
2/6/2014,15:16:50,0,100.998,13.136,0.475634078
2/6/2014,15:31:50,0,100.908,13.123,0.447379246
2/6/2014,15:46:50,0,101.019,13.143,0.482226872
2/6/2014,16:01:50,0,101,13.133,0.476261963
2/6/2014,16:16:50,0,100.997,13.094,0.475320135
2/6/2014,16:31:50,0,101.005,13.083,0.477831676
2/6/2014,16:46:50,0,101.016,13.073,0.481285044
2/6/2014,17:01:50,0,101.011,13.07,0.479715331
2/6/2014,17:16:50,0,100.999,13.06,0.47594802
2/6/2014,17:31:50,0,101.005,13.059,0.477831676
2/6/2014,17:46:50,0,101,13.041,0.476261963
2/6/2014,18:01:50,0,101.013,13.025,0.480343216
2/6/2014,18:16:50,0,101.001,13.001,0.476575905
2/6/2014,18:31:50,0,100.998,12.962,0.475634078
2/6/2014,18:46:50,0,100.974,12.911,0.468099456
2/6/2014,19:01:50,0,100.979,12.877,0.469669169
2/6/2014,19:16:50,0,100.988,12.843,0.472494652
2/6/2014,19:31:50,0,101.002,12.82,0.476889848
2/6/2014,19:46:50,0,101.027,12.799,0.484738412
2/6/2014,20:01:50,0,101.031,12.772,0.485994183
2/6/2014,20:16:50,0,101.027,12.747,0.484738412
2/6/2014,20:31:50,0,101.015,12.723,0.480971102
2/6/2014,20:46:50,0,101.011,12.703,0.479715331
2/6/2014,21:01:50,0,101.025,12.676,0.484110527
2/6/2014,21:16:50,0,101.034,12.655,0.486936011
2/6/2014,21:31:50,0,101.027,12.631,0.484738412
2/6/2014,21:46:50,0,101.031,12.601,0.485994183
2/6/2014,22:01:50,0,101.061,12.574,0.49541246
2/6/2014,22:16:50,0,101.047,12.551,0.491017264
2/6/2014,22:31:50,0,101.059,12.539,0.494784575
2/6/2014,22:46:50,0,101.06,12.511,0.495098518
2/6/2014,23:01:50,0,101.064,12.49,0.496354288
2/6/2014,23:16:50,0,101.092,12.482,0.50514468
2/6/2014,23:31:50,0,101.108,12.445,0.510167761
2/6/2014,23:46:50,0,101.113,12.422,0.511737474
2/7/2014,0:01:50,0,101.114,12.402,0.512051417
2/7/2014,0:16:50,0,101.128,12.377,0.516446613
2/7/2014,0:31:50,0,101.141,12.361,0.520527866
2/7/2014,0:46:50,0,101.163,12.348,0.527434603
2/7/2014,1:01:50,0,101.185,12.332,0.53434134
2/7/2014,1:16:50,0,101.225,12.309,0.546899043
2/7/2014,1:31:50,0,101.318,12.294,0.576095703
2/7/2014,1:46:50,0,101.566,12.324,0.653953462
2/7/2014,2:01:50,0,102.113,12.353,0.825680053
2/7/2014,2:16:50,0,103.174,12.271,1.158773128
2/7/2014,2:31:50,0,104.143,12.11,1.462983487
2/7/2014,2:46:50,0,104.675,12.437,1.630000938
2/7/2014,3:01:50,0,104.958,12.848,1.718846688
2/7/2014,3:16:50,0,105.189,13.017,1.791367424
2/7/2014,3:31:50,0,105.409,12.937,1.860434791
2/7/2014,3:46:50,0,105.598,12.767,1.919769938
2/7/2014,4:01:50,0,105.784,12.611,1.978163258
2/7/2014,4:16:50,0,105.869,12.526,2.004848377
2/7/2014,4:31:50,0,105.908,12.487,2.017092137
2/7/2014,4:46:50,0,105.884,12.462,2.009557515
2/7/2014,5:01:50,0,105.804,12.448,1.984442109
2/7/2014,5:16:50,0,105.721,12.449,1.958384875
2/7/2014,5:31:50,0,105.625,12.451,1.928246388
2/7/2014,5:46:50,0,105.51,12.474,1.892142991
2/7/2014,6:01:50,0,105.394,12.526,1.855725652
2/7/2014,6:16:50,0,105.291,12.536,1.823389567
2/7/2014,6:31:50,0,105.196,12.548,1.793565022
2/7/2014,6:46:50,0,105.071,12.56,1.754322199
2/7/2014,7:01:50,0,104.946,12.553,1.715079377
2/7/2014,7:16:50,0,104.869,12.55,1.690905798
2/7/2014,7:31:50,0,104.797,12.57,1.668301933
2/7/2014,7:46:50,0,104.724,12.565,1.645384125
2/7/2014,8:01:50,0,104.63,12.572,1.615873522
2/7/2014,8:16:50,0,104.532,12.597,1.58510715
2/7/2014,8:31:50,0,104.454,12.63,1.560619628
2/7/2014,8:46:50,0,104.355,12.665,1.529539313
2/7/2014,9:01:50,0,104.28,12.697,1.50599362
2/7/2014,9:16:50,0,104.184,12.748,1.475855132
2/7/2014,9:31:50,0,104.084,12.793,1.444460874
2/7/2014,9:46:50,0,103.971,12.839,1.408985363
2/7/2014,10:01:50,0,103.876,12.927,1.379160818
2/7/2014,10:16:50,0,103.753,13.021,1.340545881
2/7/2014,10:31:50,0,103.647,13.11,1.307267968
2/7/2014,10:46:50,0,103.549,13.186,1.276501595
2/7/2014,11:01:50,0,103.447,13.253,1.244479452
2/7/2014,11:16:50,0,103.343,13.322,1.211829424
2/7/2014,11:31:50,0,103.241,13.409,1.179807281
2/7/2014,11:46:50,0,103.156,13.503,1.153122162
2/7/2014,12:01:50,0,103.061,13.575,1.123297617
2/7/2014,12:16:50,0,102.99,13.643,1.101007694
2/7/2014,12:31:50,0,102.887,13.702,1.068671608
2/7/2014,12:46:50,0,102.799,13.753,1.041044661
2/7/2014,13:01:50,0,102.737,13.799,1.021580221
2/7/2014,13:16:50,0,102.679,13.853,1.003371552
2/7/2014,13:31:50,0,102.61,13.907,0.981709514
2/7/2014,13:46:50,0,102.58,13.95,0.972291237
2/7/2014,14:01:50,0,102.518,13.992,0.952826797
2/7/2014,14:16:50,0,102.463,14.018,0.935559955
2/7/2014,14:31:50,0,102.442,14.022,0.928967161
2/7/2014,14:46:50,0,102.423,14.024,0.923002252
2/7/2014,15:01:50,0,102.4,14.026,0.915781573
2/7/2014,15:16:50,0,102.392,14.03,0.913270032
2/7/2014,15:31:50,0,102.349,14.04,0.899770501
2/7/2014,15:46:50,0,102.326,14.053,0.892549822
2/7/2014,16:01:50,0,102.287,14.063,0.880306061
2/7/2014,16:16:50,0,102.263,14.068,0.872771439
2/7/2014,16:31:50,0,102.213,14.061,0.85707431
2/7/2014,16:46:50,0,102.194,14.051,0.851109401
2/7/2014,17:01:50,0,102.168,14.04,0.842946894
2/7/2014,17:16:50,0,102.137,14.029,0.833214674
2/7/2014,17:31:50,0,102.113,14.009,0.825680053
2/7/2014,17:46:50,0,102.106,13.99,0.823482454
2/7/2014,18:01:50,0,102.119,13.973,0.827563708
2/7/2014,18:16:50,0,102.125,13.97,0.829447363
2/7/2014,18:31:50,0,102.137,13.952,0.833214674
2/7/2014,18:46:50,0,102.096,13.926,0.820343029
2/7/2014,19:01:50,0,102.097,13.903,0.820656971
2/7/2014,19:16:50,0,102.081,13.878,0.81563389
2/7/2014,19:31:50,0,102.075,13.855,0.813750235
2/7/2014,19:46:50,0,102.077,13.826,0.81437812
2/7/2014,20:01:50,0,102.101,13.789,0.821912742
2/7/2014,20:16:50,0,102.095,13.751,0.820029086
2/7/2014,20:31:50,0,102.096,13.722,0.820343029
2/7/2014,20:46:50,0,102.098,13.707,0.820970914
2/7/2014,21:01:50,0,102.111,13.698,0.825052167
