Date,Depth (ft),EDC50_daily_stage_ft,Field-PT-difference
2014-01-08,0.297848188665,-0.22230310918836083,0.5201512978533609
2014-02-01,0.44602691716000004,-0.13901953966681732,0.5850464568268173
2014-02-04,0.3697014554,-0.19773001890909825,0.5674314743090982
2014-03-08,0.44006399045999994,-0.1078337693925842,0.5478977598525842
2014-03-15,0.39593833288,-0.10681034441177101,0.5027486772917711
2014-03-22,0.38353544534399997,-0.034243697847655984,0.41777914319165593
2014-03-27,0.1967765811,0.07791696733064718,0.1188596137693528
