Date,Depth (ft),EDC20_daily_stage_ft,Field-PT-difference
2014-01-08,0.297848188665,1.0697638199454975,-0.7719156312804976
2014-02-01,0.44602691716000004,1.2126700928791145,-0.7666431757191146
2014-02-04,0.3697014554,1.0988880913271222,-0.7291866359271222
2014-03-08,0.44006399045999994,1.1028166571166018,-0.6627526666566019
2014-03-15,0.39593833288,0.9797584018026443,-0.5838200689226443
2014-03-22,0.38353544534399997,1.091739490064665,-0.7082040447206651
2014-03-27,0.1967765811,1.1046254456313243,-0.9078488645313243
