,Clouds,Conditions,DateUTC<br>,DewpointF,HourlyPrecipIn,Humidity,PressureIn,SoftwareType,SolarRadiationWatts/m^2,TemperatureF,Time,WindDirection,WindDirectionDegrees,WindSpeedGustMPH,WindSpeedMPH,dailyrainin
2016-10-17 22:13:00,,,2016-10-18 05:13:00,55.0,0.00,99,29.75,WS-1001 V2.3.3,0.00,55.2,2016-10-17 22:13:00,SSE,153,0.0,0.0,0.00
2016-10-17 22:18:00,,,2016-10-18 05:18:00,55.6,0.00,99,29.75,WS-1001 V2.3.3,0.00,55.8,2016-10-17 22:18:00,East,95,2.5,0.4,0.00
2016-10-17 22:23:00,,,2016-10-18 05:23:00,55.8,0.00,99,29.75,WS-1001 V2.3.3,0.00,55.9,2016-10-17 22:23:00,East,89,2.5,1.8,0.00
2016-10-17 22:28:00,,,2016-10-18 05:28:00,55.9,0.00,99,29.75,WS-1001 V2.3.3,0.00,56.1,2016-10-17 22:28:00,South,181,2.5,0.2,0.00
2016-10-17 22:33:00,,,2016-10-18 05:33:00,55.9,0.00,99,29.75,WS-1001 V2.3.3,0.00,56.1,2016-10-17 22:33:00,South,178,0.0,0.0,0.00
2016-10-17 22:38:00,,,2016-10-18 05:38:00,55.9,0.00,99,29.76,WS-1001 V2.3.3,0.00,56.1,2016-10-17 22:38:00,East,99,0.0,0.0,0.00
2016-10-17 22:43:00,,,2016-10-18 05:43:00,55.9,0.00,99,29.76,WS-1001 V2.3.3,0.00,56.1,2016-10-17 22:43:00,ESE,104,2.5,2.0,0.00
2016-10-17 22:48:00,,,2016-10-18 05:48:00,55.9,0.00,99,29.75,WS-1001 V2.3.3,0.00,56.1,2016-10-17 22:48:00,SE,128,2.5,0.4,0.00
2016-10-17 22:53:00,,,2016-10-18 05:53:00,55.8,0.00,99,29.75,WS-1001 V2.3.3,0.00,55.9,2016-10-17 22:53:00,SE,129,0.0,0.0,0.00
2016-10-17 22:58:00,,,2016-10-18 05:58:00,55.8,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.9,2016-10-17 22:58:00,SE,129,0.0,0.0,0.00
2016-10-17 23:04:00,,,2016-10-18 06:04:00,55.8,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.9,2016-10-17 23:04:00,East,95,0.0,0.0,0.00
2016-10-17 23:09:00,,,2016-10-18 06:09:00,55.6,0.00,99,29.75,WS-1001 V2.3.3,0.00,55.8,2016-10-17 23:09:00,East,94,2.5,1.1,0.00
2016-10-17 23:14:00,,,2016-10-18 06:14:00,55.6,0.00,99,29.75,WS-1001 V2.3.3,0.00,55.8,2016-10-17 23:14:00,ESE,105,0.0,0.0,0.00
2016-10-17 23:19:00,,,2016-10-18 06:19:00,55.6,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.8,2016-10-17 23:19:00,SE,128,0.0,0.0,0.00
2016-10-17 23:24:00,,,2016-10-18 06:24:00,55.6,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.8,2016-10-17 23:24:00,East,99,0.0,0.0,0.00
2016-10-17 23:29:00,,,2016-10-18 06:29:00,55.4,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.6,2016-10-17 23:29:00,ESE,119,0.0,0.0,0.00
2016-10-17 23:34:00,,,2016-10-18 06:34:00,55.4,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.6,2016-10-17 23:34:00,SSE,155,0.0,0.0,0.00
2016-10-17 23:39:00,,,2016-10-18 06:39:00,55.4,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.6,2016-10-17 23:39:00,SSE,158,0.0,0.0,0.00
2016-10-17 23:44:00,,,2016-10-18 06:44:00,55.2,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.4,2016-10-17 23:44:00,SE,128,0.0,0.0,0.00
2016-10-17 23:49:00,,,2016-10-18 06:49:00,55.2,0.00,99,29.77,WS-1001 V2.3.3,0.00,55.4,2016-10-17 23:49:00,SE,129,0.0,0.0,0.00
2016-10-17 23:54:00,,,2016-10-18 06:54:00,55.2,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.4,2016-10-17 23:54:00,SE,131,0.0,0.0,0.00
2016-10-18 00:00:00,,,2016-10-18 07:00:00,55.2,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.4,2016-10-18 00:00:00,SSW,200,0.0,0.0,0.00
2016-10-18 00:05:00,,,2016-10-18 07:05:00,55.2,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.4,2016-10-18 00:05:00,South,190,0.0,0.0,0.00
2016-10-18 00:15:00,,,2016-10-18 07:15:00,55.2,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.4,2016-10-18 00:15:00,SW,221,0.0,0.0,0.00
2016-10-18 00:21:00,,,2016-10-18 07:21:00,55.2,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.4,2016-10-18 00:21:00,SSW,197,0.0,0.0,0.00
2016-10-18 00:26:00,,,2016-10-18 07:26:00,55.2,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.4,2016-10-18 00:26:00,South,187,0.0,0.0,0.00
2016-10-18 00:31:00,,,2016-10-18 07:31:00,55.2,0.00,99,29.76,WS-1001 V2.3.3,0.00,55.4,2016-10-18 00:31:00,NE,55,0.0,0.0,0.00
2016-10-18 00:36:00,,,2016-10-18 07:36:00,54.5,0.00,97,29.75,WS-1001 V2.3.3,0.00,55.2,2016-10-18 00:36:00,NNE,12,0.0,0.0,0.00
2016-10-18 00:41:00,,,2016-10-18 07:41:00,54.5,0.00,97,29.76,WS-1001 V2.3.3,0.00,55.2,2016-10-18 00:41:00,NNE,14,2.5,0.4,0.00
2016-10-18 00:46:00,,,2016-10-18 07:46:00,54.3,0.00,97,29.75,WS-1001 V2.3.3,0.00,55.0,2016-10-18 00:46:00,ENE,73,2.5,0.2,0.00
2016-10-18 00:56:00,,,2016-10-18 07:56:00,54.1,0.00,97,29.76,WS-1001 V2.3.3,0.00,54.9,2016-10-18 00:56:00,SW,220,0.0,0.0,0.00
2016-10-18 01:01:00,,,2016-10-18 08:01:00,54.0,0.00,97,29.76,WS-1001 V2.3.3,0.00,54.7,2016-10-18 01:01:00,NNW,340,0.0,0.0,0.00
2016-10-18 01:06:00,,,2016-10-18 08:06:00,53.8,0.00,97,29.75,WS-1001 V2.3.3,0.00,54.5,2016-10-18 01:06:00,SSE,152,0.0,0.0,0.00
2016-10-18 01:12:00,,,2016-10-18 08:12:00,53.6,0.00,97,29.75,WS-1001 V2.3.3,0.00,54.3,2016-10-18 01:12:00,SE,130,0.0,0.0,0.00
2016-10-18 01:17:00,,,2016-10-18 08:17:00,53.4,0.00,97,29.75,WS-1001 V2.3.3,0.00,54.1,2016-10-18 01:17:00,SSE,168,0.0,0.0,0.00
2016-10-18 01:22:00,,,2016-10-18 08:22:00,53.4,0.00,98,29.76,WS-1001 V2.3.3,0.00,54.0,2016-10-18 01:22:00,SSE,153,0.0,0.0,0.00
2016-10-18 01:27:00,,,2016-10-18 08:27:00,53.2,0.00,98,29.76,WS-1001 V2.3.3,0.00,53.8,2016-10-18 01:27:00,SE,128,0.0,0.0,0.00
2016-10-18 01:32:00,,,2016-10-18 08:32:00,52.9,0.00,98,29.75,WS-1001 V2.3.3,0.00,53.4,2016-10-18 01:32:00,East,92,0.0,0.0,0.00
2016-10-18 01:37:00,,,2016-10-18 08:37:00,52.7,0.00,98,29.75,WS-1001 V2.3.3,0.00,53.2,2016-10-18 01:37:00,ESE,104,0.0,0.0,0.00
2016-10-18 01:42:00,,,2016-10-18 08:42:00,52.3,0.00,98,29.75,WS-1001 V2.3.3,0.00,52.9,2016-10-18 01:42:00,SE,129,0.0,0.0,0.00
2016-10-18 01:47:00,,,2016-10-18 08:47:00,52.2,0.00,98,29.75,WS-1001 V2.3.3,0.00,52.7,2016-10-18 01:47:00,SE,130,0.0,0.0,0.00
2016-10-18 01:52:00,,,2016-10-18 08:52:00,52.0,0.00,98,29.75,WS-1001 V2.3.3,0.00,52.5,2016-10-18 01:52:00,SE,126,0.0,0.0,0.00
2016-10-18 01:57:00,,,2016-10-18 08:57:00,52.2,0.00,99,29.75,WS-1001 V2.3.3,0.00,52.3,2016-10-18 01:57:00,SE,133,0.0,0.0,0.00
2016-10-18 02:02:00,,,2016-10-18 09:02:00,51.4,0.00,98,29.75,WS-1001 V2.3.3,0.00,52.0,2016-10-18 02:02:00,SE,128,0.0,0.0,0.00
2016-10-18 02:08:00,,,2016-10-18 09:08:00,51.8,0.00,99,29.75,WS-1001 V2.3.3,0.00,52.0,2016-10-18 02:08:00,ESE,103,0.0,0.0,0.00
2016-10-18 02:13:00,,,2016-10-18 09:13:00,51.6,0.00,99,29.75,WS-1001 V2.3.3,0.00,51.8,2016-10-18 02:13:00,SE,128,0.0,0.0,0.00
2016-10-18 02:18:00,,,2016-10-18 09:18:00,51.4,0.00,99,29.75,WS-1001 V2.3.3,0.00,51.6,2016-10-18 02:18:00,SE,128,0.0,0.0,0.00
2016-10-18 02:23:00,,,2016-10-18 09:23:00,51.1,0.00,98,29.75,WS-1001 V2.3.3,0.00,51.6,2016-10-18 02:23:00,SE,129,0.0,0.0,0.00
2016-10-18 02:28:00,,,2016-10-18 09:28:00,51.3,0.00,99,29.75,WS-1001 V2.3.3,0.00,51.4,2016-10-18 02:28:00,SE,128,0.0,0.0,0.00
2016-10-18 02:33:00,,,2016-10-18 09:33:00,50.9,0.00,98,29.75,WS-1001 V2.3.3,0.00,51.4,2016-10-18 02:33:00,SSE,151,0.0,0.0,0.00
2016-10-18 02:38:00,,,2016-10-18 09:38:00,51.3,0.00,99,29.75,WS-1001 V2.3.3,0.00,51.4,2016-10-18 02:38:00,SSE,163,0.0,0.0,0.00
2016-10-18 02:43:00,,,2016-10-18 09:43:00,51.3,0.00,99,29.75,WS-1001 V2.3.3,0.00,51.4,2016-10-18 02:43:00,SE,124,0.0,0.0,0.00
2016-10-18 02:49:00,,,2016-10-18 09:49:00,51.3,0.00,99,29.74,WS-1001 V2.3.3,0.00,51.4,2016-10-18 02:49:00,SE,128,0.0,0.0,0.00
2016-10-18 02:54:00,,,2016-10-18 09:54:00,51.3,0.00,99,29.75,WS-1001 V2.3.3,0.00,51.4,2016-10-18 02:54:00,SE,135,0.0,0.0,0.00
2016-10-18 02:59:00,,,2016-10-18 09:59:00,51.1,0.00,99,29.75,WS-1001 V2.3.3,0.00,51.3,2016-10-18 02:59:00,SE,129,0.0,0.0,0.00
2016-10-18 03:04:00,,,2016-10-18 10:04:00,51.1,0.00,99,29.74,WS-1001 V2.3.3,0.00,51.3,2016-10-18 03:04:00,SSE,164,0.0,0.0,0.00
2016-10-18 03:09:00,,,2016-10-18 10:09:00,50.9,0.00,99,29.75,WS-1001 V2.3.3,0.00,51.1,2016-10-18 03:09:00,SSE,167,0.0,0.0,0.00
2016-10-18 03:14:00,,,2016-10-18 10:14:00,50.9,0.00,99,29.75,WS-1001 V2.3.3,0.00,51.1,2016-10-18 03:14:00,SSE,151,0.0,0.0,0.00
2016-10-18 03:20:00,,,2016-10-18 10:20:00,50.9,0.00,99,29.74,WS-1001 V2.3.3,0.00,51.1,2016-10-18 03:20:00,SE,129,0.0,0.0,0.00
2016-10-18 03:25:00,,,2016-10-18 10:25:00,50.4,0.00,98,29.74,WS-1001 V2.3.3,0.00,50.9,2016-10-18 03:25:00,SE,129,0.0,0.0,0.00
2016-10-18 03:30:00,,,2016-10-18 10:30:00,50.9,0.00,99,29.73,WS-1001 V2.3.3,0.00,51.1,2016-10-18 03:30:00,East,100,2.5,0.4,0.00
2016-10-18 03:35:00,,,2016-10-18 10:35:00,50.5,0.00,98,29.74,WS-1001 V2.3.3,0.00,51.1,2016-10-18 03:35:00,East,96,0.0,0.0,0.00
2016-10-18 03:40:00,,,2016-10-18 10:40:00,50.9,0.00,99,29.74,WS-1001 V2.3.3,0.00,51.1,2016-10-18 03:40:00,SE,129,0.0,0.0,0.00
2016-10-18 03:45:00,,,2016-10-18 10:45:00,51.1,0.00,99,29.74,WS-1001 V2.3.3,0.00,51.3,2016-10-18 03:45:00,SE,127,2.5,0.9,0.00
2016-10-18 03:50:00,,,2016-10-18 10:50:00,51.1,0.00,99,29.73,WS-1001 V2.3.3,0.00,51.3,2016-10-18 03:50:00,SE,124,2.5,0.2,0.00
2016-10-18 03:55:00,,,2016-10-18 10:55:00,51.1,0.00,99,29.73,WS-1001 V2.3.3,0.00,51.3,2016-10-18 03:55:00,SE,129,0.0,0.0,0.00
2016-10-18 04:00:00,,,2016-10-18 11:00:00,50.9,0.00,99,29.74,WS-1001 V2.3.3,0.00,51.1,2016-10-18 04:00:00,SSE,160,0.0,0.0,0.00
2016-10-18 04:05:00,,,2016-10-18 11:05:00,50.7,0.00,99,29.73,WS-1001 V2.3.3,0.00,50.9,2016-10-18 04:05:00,SE,130,0.0,0.0,0.00
2016-10-18 04:10:00,,,2016-10-18 11:10:00,50.5,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.7,2016-10-18 04:10:00,East,101,0.0,0.0,0.00
2016-10-18 04:15:00,,,2016-10-18 11:15:00,50.4,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.5,2016-10-18 04:15:00,ESE,117,0.0,0.0,0.00
2016-10-18 04:20:00,,,2016-10-18 11:20:00,50.4,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.5,2016-10-18 04:20:00,SSE,154,0.0,0.0,0.00
2016-10-18 04:25:00,,,2016-10-18 11:25:00,50.4,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.5,2016-10-18 04:25:00,SE,145,0.0,0.0,0.00
2016-10-18 04:30:00,,,2016-10-18 11:30:00,50.4,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.5,2016-10-18 04:30:00,SE,128,0.0,0.0,0.00
2016-10-18 04:36:00,,,2016-10-18 11:36:00,50.4,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.5,2016-10-18 04:36:00,ESE,123,0.0,0.0,0.00
2016-10-18 04:41:00,,,2016-10-18 11:41:00,50.4,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.5,2016-10-18 04:41:00,SE,128,0.0,0.0,0.00
2016-10-18 04:46:00,,,2016-10-18 11:46:00,50.4,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.5,2016-10-18 04:46:00,ESE,110,0.0,0.0,0.00
2016-10-18 04:51:00,,,2016-10-18 11:51:00,50.4,0.00,99,29.73,WS-1001 V2.3.3,0.00,50.5,2016-10-18 04:51:00,SE,129,0.0,0.0,0.00
2016-10-18 04:56:00,,,2016-10-18 11:56:00,50.4,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.5,2016-10-18 04:56:00,SSE,151,0.0,0.0,0.00
2016-10-18 05:01:00,,,2016-10-18 12:01:00,50.4,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.5,2016-10-18 05:01:00,SE,129,0.0,0.0,0.00
2016-10-18 05:06:00,,,2016-10-18 12:06:00,50.5,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.7,2016-10-18 05:06:00,SE,124,0.0,0.0,0.00
2016-10-18 05:11:00,,,2016-10-18 12:11:00,50.5,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.7,2016-10-18 05:11:00,ESE,107,0.0,0.0,0.00
2016-10-18 05:17:00,,,2016-10-18 12:17:00,50.5,0.00,99,29.73,WS-1001 V2.3.3,0.00,50.7,2016-10-18 05:17:00,ESE,115,0.0,0.0,0.00
2016-10-18 05:22:00,,,2016-10-18 12:22:00,50.5,0.07,99,29.74,WS-1001 V2.3.3,0.00,50.7,2016-10-18 05:22:00,SE,129,0.0,0.0,0.01
2016-10-18 05:27:00,,,2016-10-18 12:27:00,50.4,0.07,99,29.74,WS-1001 V2.3.3,0.00,50.5,2016-10-18 05:27:00,SE,127,0.0,0.0,0.01
2016-10-18 05:32:00,,,2016-10-18 12:32:00,50.4,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.5,2016-10-18 05:32:00,SE,128,0.0,0.0,0.01
2016-10-18 05:37:00,,,2016-10-18 12:37:00,50.4,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.5,2016-10-18 05:37:00,South,177,0.0,0.0,0.01
2016-10-18 05:42:00,,,2016-10-18 12:42:00,50.2,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.4,2016-10-18 05:42:00,SE,133,0.0,0.0,0.01
2016-10-18 05:47:00,,,2016-10-18 12:47:00,50.0,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.2,2016-10-18 05:47:00,SE,128,0.0,0.0,0.01
2016-10-18 05:52:00,,,2016-10-18 12:52:00,50.0,0.00,99,29.75,WS-1001 V2.3.3,0.00,50.2,2016-10-18 05:52:00,ESE,112,0.0,0.0,0.01
2016-10-18 05:57:00,,,2016-10-18 12:57:00,50.0,0.00,99,29.74,WS-1001 V2.3.3,0.00,50.2,2016-10-18 05:57:00,East,87,0.0,0.0,0.01
2016-10-18 06:02:00,,,2016-10-18 13:02:00,50.0,0.00,99,29.75,WS-1001 V2.3.3,0.00,50.2,2016-10-18 06:02:00,SE,129,0.0,0.0,0.01
2016-10-18 06:08:00,,,2016-10-18 13:08:00,50.0,0.00,99,29.75,WS-1001 V2.3.3,0.00,50.2,2016-10-18 06:08:00,SSE,155,0.0,0.0,0.01
2016-10-18 06:13:00,,,2016-10-18 13:13:00,50.2,0.00,99,29.75,WS-1001 V2.3.3,0.00,50.4,2016-10-18 06:13:00,SE,129,0.0,0.0,0.01
2016-10-18 06:18:00,,,2016-10-18 13:18:00,50.4,0.00,99,29.75,WS-1001 V2.3.3,0.00,50.5,2016-10-18 06:18:00,ESE,119,0.0,0.0,0.01
2016-10-18 06:23:00,,,2016-10-18 13:23:00,50.4,0.00,99,29.75,WS-1001 V2.3.3,0.00,50.5,2016-10-18 06:23:00,ESE,104,0.0,0.0,0.01
2016-10-18 06:28:00,,,2016-10-18 13:28:00,50.5,0.00,99,29.75,WS-1001 V2.3.3,0.00,50.7,2016-10-18 06:28:00,ESE,102,0.0,0.0,0.01
2016-10-18 06:33:00,,,2016-10-18 13:33:00,50.2,0.00,98,29.75,WS-1001 V2.3.3,0.00,50.7,2016-10-18 06:33:00,ESE,104,0.0,0.0,0.01
2016-10-18 06:38:00,,,2016-10-18 13:38:00,50.2,0.00,98,29.76,WS-1001 V2.3.3,0.00,50.7,2016-10-18 06:38:00,SE,124,0.0,0.0,0.01
2016-10-18 06:43:00,,,2016-10-18 13:43:00,50.2,0.00,98,29.76,WS-1001 V2.3.3,0.62,50.7,2016-10-18 06:43:00,SE,128,0.0,0.0,0.01
2016-10-18 06:48:00,,,2016-10-18 13:48:00,50.2,0.00,98,29.76,WS-1001 V2.3.3,3.33,50.7,2016-10-18 06:48:00,SE,125,0.0,0.0,0.01
2016-10-18 06:53:00,,,2016-10-18 13:53:00,50.0,0.00,97,29.76,WS-1001 V2.3.3,7.09,50.7,2016-10-18 06:53:00,SE,129,0.0,0.0,0.01
2016-10-18 06:58:00,,,2016-10-18 13:58:00,50.0,0.00,97,29.76,WS-1001 V2.3.3,12.48,50.7,2016-10-18 06:58:00,ESE,102,0.0,0.0,0.01
2016-10-18 07:04:00,,,2016-10-18 14:04:00,50.0,0.00,97,29.77,WS-1001 V2.3.3,16.40,50.7,2016-10-18 07:04:00,SE,129,0.0,0.0,0.01
2016-10-18 07:09:00,,,2016-10-18 14:09:00,50.0,0.00,97,29.77,WS-1001 V2.3.3,21.97,50.7,2016-10-18 07:09:00,South,182,0.0,0.0,0.01
2016-10-18 07:14:00,,,2016-10-18 14:14:00,49.8,0.00,97,29.77,WS-1001 V2.3.3,26.84,50.5,2016-10-18 07:14:00,ESE,102,0.0,0.0,0.01
2016-10-18 07:19:00,,,2016-10-18 14:19:00,50.0,0.00,98,29.78,WS-1001 V2.3.3,31.52,50.5,2016-10-18 07:19:00,SSE,166,0.0,0.0,0.01
2016-10-18 07:24:00,,,2016-10-18 14:24:00,50.0,0.00,98,29.78,WS-1001 V2.3.3,35.58,50.5,2016-10-18 07:24:00,SE,127,0.0,0.0,0.01
2016-10-18 07:29:00,,,2016-10-18 14:29:00,50.0,0.00,98,29.78,WS-1001 V2.3.3,41.54,50.5,2016-10-18 07:29:00,ESE,103,0.0,0.0,0.01
2016-10-18 07:34:00,,,2016-10-18 14:34:00,50.2,0.00,98,29.78,WS-1001 V2.3.3,46.76,50.7,2016-10-18 07:34:00,SE,129,0.0,0.0,0.01
2016-10-18 07:39:00,,,2016-10-18 14:39:00,50.5,0.00,98,29.78,WS-1001 V2.3.3,50.86,51.1,2016-10-18 07:39:00,SE,130,0.0,0.0,0.01
2016-10-18 07:44:00,,,2016-10-18 14:44:00,50.4,0.00,95,29.78,WS-1001 V2.3.3,54.38,51.8,2016-10-18 07:44:00,ESE,107,0.0,0.0,0.01
2016-10-18 07:49:00,,,2016-10-18 14:49:00,51.1,0.00,95,29.78,WS-1001 V2.3.3,58.01,52.5,2016-10-18 07:49:00,South,174,0.0,0.0,0.01
2016-10-18 07:54:00,,,2016-10-18 14:54:00,52.0,0.00,94,29.78,WS-1001 V2.3.3,61.34,53.6,2016-10-18 07:54:00,SSE,163,0.0,0.0,0.01
2016-10-18 07:59:00,,,2016-10-18 14:59:00,52.0,0.00,90,29.78,WS-1001 V2.3.3,65.05,54.9,2016-10-18 07:59:00,SSE,152,0.0,0.0,0.01
2016-10-18 08:04:00,,,2016-10-18 15:04:00,53.1,0.00,90,29.79,WS-1001 V2.3.3,67.45,55.9,2016-10-18 08:04:00,SE,130,0.0,0.0,0.01
2016-10-18 08:09:00,,,2016-10-18 15:09:00,53.2,0.00,89,29.79,WS-1001 V2.3.3,69.42,56.5,2016-10-18 08:09:00,East,88,0.0,0.0,0.01
2016-10-18 08:14:00,,,2016-10-18 15:14:00,53.1,0.00,86,29.79,WS-1001 V2.3.3,71.78,57.2,2016-10-18 08:14:00,NNE,16,0.0,0.0,0.01
2016-10-18 08:20:00,,,2016-10-18 15:20:00,53.1,0.00,84,29.79,WS-1001 V2.3.3,74.84,57.7,2016-10-18 08:20:00,SE,128,0.0,0.0,0.01
2016-10-18 08:25:00,,,2016-10-18 15:25:00,53.2,0.00,85,29.79,WS-1001 V2.3.3,76.54,57.7,2016-10-18 08:25:00,South,186,0.0,0.0,0.01
2016-10-18 08:30:00,,,2016-10-18 15:30:00,53.1,0.00,84,29.78,WS-1001 V2.3.3,79.27,57.7,2016-10-18 08:30:00,South,189,0.0,0.0,0.01
2016-10-18 08:35:00,,,2016-10-18 15:35:00,52.9,0.00,83,29.79,WS-1001 V2.3.3,80.94,57.9,2016-10-18 08:35:00,SSW,211,0.0,0.0,0.01
2016-10-18 08:40:00,,,2016-10-18 15:40:00,53.2,0.00,83,29.80,WS-1001 V2.3.3,82.51,58.3,2016-10-18 08:40:00,SW,227,0.0,0.0,0.01
2016-10-18 08:45:00,,,2016-10-18 15:45:00,53.6,0.00,83,29.79,WS-1001 V2.3.3,83.97,58.6,2016-10-18 08:45:00,SSW,196,0.0,0.0,0.01
2016-10-18 08:50:00,,,2016-10-18 15:50:00,52.5,0.00,79,29.80,WS-1001 V2.3.3,88.35,59.0,2016-10-18 08:50:00,SSE,165,0.0,0.0,0.01
2016-10-18 08:55:00,,,2016-10-18 15:55:00,48.2,0.00,65,29.80,WS-1001 V2.3.3,93.64,59.9,2016-10-18 08:55:00,South,184,0.0,0.0,0.01
2016-10-18 09:00:00,,,2016-10-18 16:00:00,50.4,0.00,69,29.80,WS-1001 V2.3.3,100.65,60.6,2016-10-18 09:00:00,SSE,164,0.0,0.0,0.01
2016-10-18 09:05:00,,,2016-10-18 16:05:00,49.3,0.00,64,29.80,WS-1001 V2.3.3,107.66,61.5,2016-10-18 09:05:00,SSW,204,0.0,0.0,0.01
2016-10-18 09:10:00,,,2016-10-18 16:10:00,50.5,0.00,66,29.80,WS-1001 V2.3.3,116.53,62.1,2016-10-18 09:10:00,SW,219,0.0,0.0,0.01
2016-10-18 09:15:00,,,2016-10-18 16:15:00,50.7,0.00,65,29.80,WS-1001 V2.3.3,126.49,62.6,2016-10-18 09:15:00,SSW,204,0.0,0.0,0.01
2016-10-18 09:20:00,,,2016-10-18 16:20:00,51.3,0.00,65,29.80,WS-1001 V2.3.3,136.57,63.1,2016-10-18 09:20:00,WSW,253,2.5,0.4,0.01
2016-10-18 09:25:00,,,2016-10-18 16:25:00,51.4,0.00,66,29.80,WS-1001 V2.3.3,148.69,63.0,2016-10-18 09:25:00,SSW,203,2.5,0.4,0.01
2016-10-18 09:30:00,,,2016-10-18 16:30:00,51.4,0.00,66,29.80,WS-1001 V2.3.3,159.84,63.0,2016-10-18 09:30:00,SW,217,0.0,0.0,0.01
2016-10-18 09:36:00,,,2016-10-18 16:36:00,51.1,0.00,65,29.80,WS-1001 V2.3.3,173.28,63.0,2016-10-18 09:36:00,SSW,196,0.0,0.0,0.01
2016-10-18 09:41:00,,,2016-10-18 16:41:00,48.7,0.00,59,29.80,WS-1001 V2.3.3,186.88,63.3,2016-10-18 09:41:00,SSW,210,2.5,1.8,0.01
2016-10-18 09:46:00,,,2016-10-18 16:46:00,49.8,0.00,61,29.80,WS-1001 V2.3.3,201.92,63.5,2016-10-18 09:46:00,SE,132,2.5,0.9,0.01
2016-10-18 09:51:00,,,2016-10-18 16:51:00,49.3,0.00,59,29.80,WS-1001 V2.3.3,215.97,63.9,2016-10-18 09:51:00,WSW,253,4.9,2.9,0.01
2016-10-18 09:56:00,,,2016-10-18 16:56:00,50.9,0.00,62,29.80,WS-1001 V2.3.3,230.83,64.2,2016-10-18 09:56:00,WSW,257,2.5,2.5,0.01
2016-10-18 10:01:00,,,2016-10-18 17:01:00,52.0,0.00,64,29.80,WS-1001 V2.3.3,245.35,64.4,2016-10-18 10:01:00,West,269,4.9,2.9,0.01
2016-10-18 10:06:00,,,2016-10-18 17:06:00,51.4,0.00,62,29.81,WS-1001 V2.3.3,260.50,64.8,2016-10-18 10:06:00,WSW,254,2.5,1.8,0.01
2016-10-18 10:11:00,,,2016-10-18 17:11:00,51.3,0.00,62,29.80,WS-1001 V2.3.3,276.71,64.6,2016-10-18 10:11:00,SSW,210,0.0,0.0,0.01
2016-10-18 10:17:00,,,2016-10-18 17:17:00,51.4,0.00,62,29.81,WS-1001 V2.3.3,288.04,64.8,2016-10-18 10:17:00,WNW,283,2.5,1.3,0.01
2016-10-18 10:22:00,,,2016-10-18 17:22:00,51.6,0.00,62,29.80,WS-1001 V2.3.3,310.70,64.9,2016-10-18 10:22:00,SW,226,2.5,0.9,0.01
2016-10-18 10:27:00,,,2016-10-18 17:27:00,51.6,0.00,62,29.80,WS-1001 V2.3.3,326.62,64.9,2016-10-18 10:27:00,West,265,2.5,2.0,0.01
2016-10-18 10:32:00,,,2016-10-18 17:32:00,51.6,0.00,62,29.80,WS-1001 V2.3.3,327.29,64.9,2016-10-18 10:32:00,SW,223,4.9,4.5,0.01
2016-10-18 10:37:00,,,2016-10-18 17:37:00,51.8,0.00,62,29.80,WS-1001 V2.3.3,265.21,65.1,2016-10-18 10:37:00,WNW,287,0.0,0.0,0.01
2016-10-18 10:42:00,,,2016-10-18 17:42:00,51.1,0.00,60,29.80,WS-1001 V2.3.3,375.21,65.3,2016-10-18 10:42:00,West,278,2.5,2.0,0.01
2016-10-18 10:48:00,,,2016-10-18 17:48:00,50.9,0.00,59,29.80,WS-1001 V2.3.3,391.25,65.5,2016-10-18 10:48:00,WSW,250,4.9,4.0,0.01
2016-10-18 10:53:00,,,2016-10-18 17:53:00,50.9,0.00,59,29.80,WS-1001 V2.3.3,406.43,65.7,2016-10-18 10:53:00,WSW,257,4.9,2.7,0.01
